"Adresse","Type de contenu","Taille (octets)","Liens entrants IMG","Indexabilité","Statut d'indexabilité","Dimensions"
"https://deltaco.com/files/menu/item/thumb_shekes﹖v=4.057.jpg","image/jpeg","50212","2","Indexable","",""
"https://deltaco.com/files/menu/item/thumb_caramelcheesecakebites﹖v=4.057.jpg","image/jpeg","39714","2","Indexable","",""
"https://deltaco.com/files/menu/item/donut-bites﹖v=4.057.png","image/png","70886","2","Indexable","",""
"https://deltaco.com/files/menu/item/1-Hero_Mini-churros﹖v=4.057.png","image/png","66981","3","Indexable","",""
"https://deltaco.com/files/menu/item/2-DEL-890%20Promo%203%20Digital%20Assets%20Website%20Images_NEW%20FEATURE-strawberrylemonade_THUMB﹖v=4.057.jpg","image/jpeg","84435","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-095-Promo-4_Web_SpicyJack-Quesadilla_HERO_1.png","image/png","96858","2","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-890%20Promo%203%20Digital%20Assets%20Website%20Images_NEW%20FEATURE-Strawberryshake%20_THUMB﹖v=4.057.jpg","image/jpeg","74772","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-021_Promo4_Web_Jumbo-Shrimp-Tacos-Meal_THUMB_R1.jpg","image/jpeg","57111","2","Indexable","",""
"https://deltaco.com/files/menu/item/2-DEL-890%20Promo%203%20Digital%20Assets%20Website%20Images_Strawberrylemonade_HERO﹖v=4.057.png","image/png","224953","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-095-Promo-4_Web_SpicyJack-Quesadilla_THUMB_1.jpg","image/jpeg","26709","2","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-021_Promo4_Web_Jumbo-Shrimp-Burrito-Meal_Thumb_R1.jpg","image/jpeg","42715","2","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-021_Promo4_Web_Jumbo-Shrimp-Burrito-Meal_HERO_R1.png","image/png","71196","2","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-021_Promo4_Web_Beer-Battered-Fish-Taco_HERO_R1.png","image/png","137363","1","Indexable","",""
