"Adresse","Occurrences","Meta Description 1","Longueur de la Meta Description 1","Largeur en pixels de la Meta Description 1","Indexabilité","Statut d'indexabilité"
"https://httpbin.org/","0","","0","0","Indexable",""
"https://httpbin.org/forms/post","0","","0","0","Indexable",""
