"Adresse","Type de contenu","Code HTTP","Statut","Indexabilité","Statut d'indexabilité","Liens entrants","Temps de réponse","URL de redirection","Type de redirection"
"https://www.rachatdevoiture.com/","text/html; charset=UTF-8","200","OK","Indexable","","52","0,663","",""
"https://www.rachatdevoiture.com/wp-content/plugins/bazz-callback-widget/js/jquery.draggable.min.js","application/javascript","200","OK","Indexable","","0","0,080","",""
"https://www.rachatdevoiture.com/wp-content/plugins/bazz-callback-widget/js/bazz-widget.js","application/javascript","200","OK","Indexable","","0","0,223","",""
"https://www.rachatdevoiture.com/wp-includes/js/hoverIntent.min.js?ver=1.10.2","application/javascript","200","OK","Indexable","","0","0,225","",""
"https://www.rachatdevoiture.com/wp-content/themes/flatsome-child/style.css?ver=3.0","text/css","200","OK","Indexable","","0","0,226","",""
"https://www.rachatdevoiture.com/wp-content/uploads/2026/01/RACHATD.png","image/png","200","OK","Indexable","","0","0,252","",""
"https://www.rachatdevoiture.com/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.18.6","text/css","200","OK","Indexable","","0","0,260","",""
"https://www.rachatdevoiture.com/accueil/","text/html; charset=UTF-8","301","Moved Permanently","Non indexable","Redirigé","12","0,284","https://www.rachatdevoiture.com/","Redirection HTTP"
"https://www.rachatdevoiture.com/prendre-rdv/","text/html; charset=UTF-8","200","OK","Indexable","","24","0,333","",""
"https://www.rachatdevoiture.com/wp-content/themes/flatsome/assets/js/flatsome.js?ver=a0a7aee297766598a20e","application/javascript","200","OK","Indexable","","0","0,075","",""
"https://www.rachatdevoiture.com/politique-de-confidentialite/","text/html; charset=UTF-8","200","OK","Indexable","","10","0,387","",""
"https://www.googletagmanager.com/gtag/js?id=GT-NFRNGCWZ","application/javascript; charset=UTF-8","200","OK","Indexable","","0","0,219","",""
"https://www.rachatdevoiture.com/wp-content/plugins/google-site-kit/dist/assets/js/googlesitekit-events-provider-wpforms-ed443a3a3d45126a22ce.js","application/javascript","200","OK","Indexable","","0","0,212","",""
"https://www.rachatdevoiture.com/contact/","text/html; charset=UTF-8","200","OK","Indexable","","22","0,193","",""
"https://www.rachatdevoiture.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","application/javascript","200","OK","Indexable","","0","0,314","",""
"https://www.rachatdevoiture.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","application/javascript","200","OK","Indexable","","0","0,218","",""
"https://www.rachatdevoiture.com/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-search.js?ver=3.18.6","application/javascript","200","OK","Indexable","","0","0,235","",""
"https://www.rachatdevoiture.com/wp-content/uploads/2026/02/rachatlogoblanc.png","image/png","200","OK","Indexable","","0","0,228","",""
"https://www.rachatdevoiture.com/wp-content/plugins/bazz-callback-widget/js/jquery.maskedinput.min.js","application/javascript","200","OK","Indexable","","0","0,071","",""
"https://www.rachatdevoiture.com/wp-content/plugins/bazz-callback-widget/css/bazz-widget.css?ver=3.19","text/css","200","OK","Indexable","","0","0,209","",""
"https://www.rachatdevoiture.com/wp-content/plugins/wpforms/assets/lib/mailcheck.min.js?ver=1.1.2","application/javascript","200","OK","Indexable","","0","0,208","",""
"https://www.rachatdevoiture.com/wp-content/plugins/wpforms/assets/lib/punycode.min.js?ver=1.0.0","application/javascript","200","OK","Indexable","","0","0,201","",""
"https://www.rachatdevoiture.com/conditions-generales-dutilisation/","text/html; charset=UTF-8","200","OK","Indexable","","10","0,414","",""
"https://www.rachatdevoiture.com/mentions-legales/","text/html; charset=UTF-8","200","OK","Indexable","","10","0,329","",""
"https://www.rachatdevoiture.com/wp-content/plugins/wpforms/assets/js/frontend/fields/address.min.js?ver=1.9.8.5","application/javascript","200","OK","Indexable","","0","0,257","",""
