"Adresse","Type de contenu","Code HTTP","Statut","Indexabilité","Statut d'indexabilité","Title 1","Longueur du Title 1","Largeur en pixels du Title 1","Meta Description 1","Longueur de la Meta Description 1","Largeur en pixels de la Meta Description 1","Meta Keywords 1","Longueur des Meta Keywords 1","H1-1","Longueur du H1-1","H2-1","Longueur du H2-1","H2-2","Longueur du H2-2","Meta Robots 1","Balise X-Robots 1","Meta Refresh 1","Élément de lien en version canonique 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Élément de lien amphtml","Taille (octets)","Transféré (octets)","Total transféré (en octets)","CO2 (mg)","Empreinte carbone","Nombre de mots","Nombre de phrases","Moyenne de mots par phrase","Score de lisibilité de Flesch","Lisibilité","Ratio texte","Crawl profondeur","Profondeur du dossier","Link Score","Liens entrants","Liens entrants uniques","Liens entrants JS uniques","% du total","Liens sortants","Liens sortants uniques","Liens sortants JS uniques","Liens sortants externes","Liens sortants externes uniques","Liens sortants JS externes uniques","Quasi-doublon le plus proche","Nombre de quasi-doublons","Erreurs d'orthographe","Erreurs de grammaire","Hachage","Temps de réponse","Last Modified","URL de redirection","Type de redirection","Cookies","Language","Version HTTP","Lien alternate mobile","Adresse sémantiquement similaire la plus proche","Score de similarité sémantique","Nbre sémantiquement similaires","Score de pertinence sémantique","Adresse codée en URL","Horodatage du crawl"
"https://deltaco.com/termsandconditions.html","text/html; charset=UTF-8","200","OK","Non indexable","Canonisé","Del Taco - Terms and Conditions","31","290","Official Del Taco (R) website: Find locations, get coupons and Del Taco info, join Del Yeah! Rewards, check out the menu & nutrition info, explore Del Taco careers & franchising.","178","1072","del taco, fast food chain, franchise information, open 24 hours, macho burrito, gift cards, del taco coupons, Levy Acquisition Corp., Epic Burrito, Buck & Under Menu, Taco Nights, QSR, Del Yeah! Rewards, UnFreshingBelievable, Eat Well With Del, Fresca Bowls","257","Del Taco","8","Terms of Use","12","","0","ALL","","","https://deltaco.com/termsandconditions","","","","","","64792","64792","64792","24,821","","7137","939","7,601","59,211","Assez difficile","68,004","1","0","","77","43","0","47,780","51","11","0","20","13","0","","","","","6cf5250ed83d5b4a4049256d4f5ad73f","0,649","Sat, 31 Jan 2026 03:13:46 GMT","","","","en","1.1","","","","","","https://deltaco.com/termsandconditions.html","2026-02-27 14:04:37"
"https://deltaco.com/dist/js/vendor/modernizr-2.8.3.min.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","15514","15514","15514","5,943","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,675","Sat, 03 Jan 2026 19:29:41 GMT","","","","","1.1","","","","","","https://deltaco.com/dist/js/vendor/modernizr-2.8.3.min.js","2026-02-27 14:04:38"
"https://deltaco.com/images/social/icons/social-instagram﹖v=1.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","124295","124295","124295","47,615","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,200","Sat, 03 Jan 2026 19:29:48 GMT","","","","","1.1","","","","","","https://deltaco.com/images/social/icons/social-instagram%EF%B9%96v=1.svg","2026-02-27 14:04:38"
"https://deltaco.com/images/social/icons/social-tiktok.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","298327","298327","298327","114,283","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,692","Sat, 03 Jan 2026 19:29:48 GMT","","","","","1.1","","","","","","https://deltaco.com/images/social/icons/social-tiktok.svg","2026-02-27 14:04:38"
"https://deltaco.com/images/promos/2025/rewards/table/rewards-2025-mobile﹖v=2.0.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","504257","504257","504257","193,171","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,662","Sat, 03 Jan 2026 19:29:48 GMT","","","","","1.1","","","","","","https://deltaco.com/images/promos/2025/rewards/table/rewards-2025-mobile%EF%B9%96v=2.0.svg","2026-02-27 14:04:38"
"https://deltaco.com/images/specials/2026/promo4/special-p4-2026-jumbo-shrimp.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","144881","144881","144881","55,501","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,649","Fri, 30 Jan 2026 00:58:37 GMT","","","","","1.1","","","","","","https://deltaco.com/images/specials/2026/promo4/special-p4-2026-jumbo-shrimp.jpg","2026-02-27 14:04:38"
"https://deltaco.com/images/specials/2026/promo4/special-p7-2024-wednesday-hookups.jpg?v=1","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","169738","169738","169738","65,023","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,628","Fri, 30 Jan 2026 01:08:01 GMT","","","","","1.1","","","","","","https://deltaco.com/images/specials/2026/promo4/special-p7-2024-wednesday-hookups.jpg?v=1","2026-02-27 14:04:38"
"https://deltaco.com/images/homeslideshow/2026/promo4/spicy-jack/food.png?v=1","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","292140","292140","292140","111,913","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,687","Thu, 29 Jan 2026 20:36:55 GMT","","","","","1.1","","","","","","https://deltaco.com/images/homeslideshow/2026/promo4/spicy-jack/food.png?v=1","2026-02-27 14:04:38"
"https://deltaco.com/news.html","text/html; charset=UTF-8","200","OK","Non indexable","Canonisé","Del Taco - News","15","144","Official Del Taco (R) website: Find locations, get coupons and Del Taco info, join Del Yeah! Rewards, check out the menu & nutrition info, explore Del Taco careers & franchising.","178","1072","del taco, fast food chain, franchise information, open 24 hours, macho burrito, gift cards, del taco coupons, Levy Acquisition Corp., Epic Burrito, Buck & Under Menu, Taco Nights, QSR, Del Yeah! Rewards, UnFreshingBelievable, Eat Well With Del, Fresca Bowls","257","Del Taco","8","News","4","","0","ALL","","","https://deltaco.com/news","","","","","","21898","21898","21898","8,389","","751","99","7,586","72,968","Assez facile","22,054","1","0","","45","43","0","47,780","36","26","0","21","14","0","","","","","6a74a0ffb83d0926f8109802a98f2b0b","0,661","Wed, 11 Feb 2026 21:39:41 GMT","","","","en","1.1","","","","","","https://deltaco.com/news.html","2026-02-27 14:04:39"
"https://deltaco.com/images/promos/2024/rewards/del-yeah-header﹖v=1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","37508","37508","37508","14,369","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,673","Sat, 03 Jan 2026 19:29:48 GMT","","","","","1.1","","","","","","https://deltaco.com/images/promos/2024/rewards/del-yeah-header%EF%B9%96v=1.png","2026-02-27 14:04:39"
