"Adresse","Type de contenu","Code HTTP","Statut","Indexabilité","Statut d'indexabilité","Title 1","Longueur du Title 1","Largeur en pixels du Title 1","Meta Description 1","Longueur de la Meta Description 1","Largeur en pixels de la Meta Description 1","Meta Keywords 1","Longueur des Meta Keywords 1","H1-1","Longueur du H1-1","H1-2","Longueur du H1-2","H2-1","Longueur du H2-1","H2-2","Longueur du H2-2","Meta Robots 1","Balise X-Robots 1","Meta Refresh 1","Élément de lien en version canonique 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Élément de lien amphtml","Taille (octets)","Transféré (octets)","Total transféré (en octets)","CO2 (mg)","Empreinte carbone","Nombre de mots","Nombre de phrases","Moyenne de mots par phrase","Score de lisibilité de Flesch","Lisibilité","Ratio texte","Crawl profondeur","Profondeur du dossier","Link Score","Liens entrants","Liens entrants uniques","Liens entrants JS uniques","% du total","Liens sortants","Liens sortants uniques","Liens sortants JS uniques","Liens sortants externes","Liens sortants externes uniques","Liens sortants JS externes uniques","Quasi-doublon le plus proche","Nombre de quasi-doublons","Erreurs d'orthographe","Erreurs de grammaire","Hachage","Temps de réponse","Last Modified","URL de redirection","Type de redirection","Cookies","Language","Version HTTP","Lien alternate mobile","Adresse sémantiquement similaire la plus proche","Score de similarité sémantique","Nbre sémantiquement similaires","Score de pertinence sémantique","Adresse codée en URL","Horodatage du crawl"
"https://www.reefperfumes.fr/","text/html; charset=UTF-8","200","OK","Indexable","","Reef Perfumes - Reef Perfumes","29","284","","0","0","","0","","0","","0","Collection Classique","20","Collection Été","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.reefperfumes.fr/","","","","","","369837","52513","52513","20,117","","1359","347","3,916","100,000","Très facile","2,215","0","0","","333","55","0","100,000","195","80","0","0","0","0","","","","","4e103d4fd715eeaeb4c898be6714d9f6","0,155","","","","","fr-FR","1.1","","","","","","https://www.reefperfumes.fr/","2026-02-26 14:22:29"
"https://www.reefperfumes.fr/wp-includes/js/dist/url.min.js?ver=9e178c9516d1222dc834","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,274","Wed, 03 Dec 2025 01:27:44 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-includes/js/dist/url.min.js?ver=9e178c9516d1222dc834","2026-02-26 14:22:32"
"https://www.reefperfumes.fr/wp-content/uploads/2024/03/gift-150x150.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","27224","27224","27224","10,429","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,299","Thu, 28 Mar 2024 12:12:59 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/uploads/2024/03/gift-150x150.png","2026-02-26 14:22:32"
"https://www.reefperfumes.fr/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.6.3","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,312","Tue, 23 Dec 2025 01:26:57 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.6.3","2026-02-26 14:22:32"
"https://www.reefperfumes.fr/wp-content/uploads/2024/03/niche-4-edp-100ml-perfume-reef-perfumes-uk-247x296.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4382","4382","4382","1,679","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,338","Tue, 26 Mar 2024 05:10:36 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/uploads/2024/03/niche-4-edp-100ml-perfume-reef-perfumes-uk-247x296.webp","2026-02-26 14:22:32"
"https://www.reefperfumes.fr/wp-content/plugins/woocommerce/assets/js/prettyPhoto/jquery.prettyPhoto.min.js?ver=3.1.6","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,237","Tue, 23 Dec 2025 01:26:57 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/plugins/woocommerce/assets/js/prettyPhoto/jquery.prettyPhoto.min.js?ver=3.1.6","2026-02-26 14:22:32"
"https://www.reefperfumes.fr/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=9.6.3","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,318","Tue, 23 Dec 2025 01:26:57 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=9.6.3","2026-02-26 14:22:32"
"https://www.reefperfumes.fr/wp-content/uploads/2024/03/niche-2-edp-100ml-perfume-reef-perfumes-uk-247x296.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4462","4462","4462","1,709","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,308","Tue, 26 Mar 2024 05:10:35 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/uploads/2024/03/niche-2-edp-100ml-perfume-reef-perfumes-uk-247x296.webp","2026-02-26 14:22:32"
"https://www.reefperfumes.fr/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-search.js,qver=3.18.6.pagespeed.jm.h-aDPDZNF0.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,113","Thu, 26 Feb 2026 00:56:20 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-search.js,qver=3.18.6.pagespeed.jm.h-aDPDZNF0.js","2026-02-26 14:22:33"
"https://www.reefperfumes.fr/produit/reef-30-edp-100ml-parfum-classique/","text/html; charset=UTF-8","200","OK","Indexable","","REEF 30 EDP 100ml Parfum Classique - Reef Perfumes","50","489","Découvrez Reef n°1 classique 100ml de Reef Perfumes, REEF30 est plus qu'un parfum, c'est une affirmation de soi, un héritage que l'on porte avec fierté.","152","932","","0","REEF 30 EDP 100ml Parfum Classique","34","REEF 30 EDP 100ml Parfum Classique","34","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.reefperfumes.fr/produit/reef-30-edp-100ml-parfum-classique/","","","","","","546583","66626","66626","25,523","","2285","629","3,633","100,000","Très facile","2,441","1","2","","210","36","0","65,450","318","117","0","0","0","0","","","","","f956259bb59b4e251e30b131cec34616","0,176","","","","","fr-FR","1.1","","","","","","https://www.reefperfumes.fr/produit/reef-30-edp-100ml-parfum-classique/","2026-02-26 14:22:32"
