"Adresse","Type de contenu","Code HTTP","Statut","Indexabilité","Statut d'indexabilité","Title 1","Longueur du Title 1","Largeur en pixels du Title 1","Meta Description 1","Longueur de la Meta Description 1","Largeur en pixels de la Meta Description 1","Meta Keywords 1","Longueur des Meta Keywords 1","H1-1","Longueur du H1-1","H1-2","Longueur du H1-2","H2-1","Longueur du H2-1","H2-2","Longueur du H2-2","Meta Robots 1","Balise X-Robots 1","Meta Refresh 1","Élément de lien en version canonique 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Élément de lien amphtml","Taille (octets)","Transféré (octets)","Total transféré (en octets)","CO2 (mg)","Empreinte carbone","Nombre de mots","Nombre de phrases","Moyenne de mots par phrase","Score de lisibilité de Flesch","Lisibilité","Ratio texte","Crawl profondeur","Profondeur du dossier","Link Score","Liens entrants","Liens entrants uniques","Liens entrants JS uniques","% du total","Liens sortants","Liens sortants uniques","Liens sortants JS uniques","Liens sortants externes","Liens sortants externes uniques","Liens sortants JS externes uniques","Quasi-doublon le plus proche","Nombre de quasi-doublons","Erreurs d'orthographe","Erreurs de grammaire","Hachage","Temps de réponse","Last Modified","URL de redirection","Type de redirection","Cookies","Language","Version HTTP","Lien alternate mobile","Adresse sémantiquement similaire la plus proche","Score de similarité sémantique","Nbre sémantiquement similaires","Score de pertinence sémantique","Adresse codée en URL","Horodatage du crawl"
"https://www.reefperfumes.fr/wp-content/plugins/wp-cookie-allow/modules/frontend/js/wpca-frontend.min.js?ver=3.4.7","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,235","Wed, 05 Jun 2024 14:30:05 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/plugins/wp-cookie-allow/modules/frontend/js/wpca-frontend.min.js?ver=3.4.7","2026-02-26 12:39:21"
"https://www.reefperfumes.fr/wp-content/uploads/2024/03/z8ISdzDvqRgM1jXMdLBxQcljx7IxblzFC6N2CnNi-1024x272.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","19750","19750","19750","7,566","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,248","Thu, 28 Mar 2024 04:47:11 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/uploads/2024/03/z8ISdzDvqRgM1jXMdLBxQcljx7IxblzFC6N2CnNi-1024x272.webp","2026-02-26 12:39:21"
"https://www.reefperfumes.fr/wp-content/uploads/2024/03/gift-150x150.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4464","4464","4464","1,710","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,240","Fri, 29 Mar 2024 10:23:30 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/uploads/2024/03/gift-150x150.webp","2026-02-26 12:39:21"
"https://www.reefperfumes.fr/wp-content/uploads/2024/10/REEF_10_IN-247x296.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","31384","31384","31384","12,023","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,251","Tue, 15 Oct 2024 15:33:15 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/uploads/2024/10/REEF_10_IN-247x296.png","2026-02-26 12:39:21"
"https://www.reefperfumes.fr/wp-content/uploads/2024/03/parf-150x150.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","23137","23137","23137","8,863","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,258","Thu, 28 Mar 2024 12:11:51 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/uploads/2024/03/parf-150x150.png","2026-02-26 12:39:22"
"https://www.reefperfumes.fr/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.6.3","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,235","Tue, 23 Dec 2025 01:26:57 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.6.3","2026-02-26 12:39:22"
"https://www.reefperfumes.fr/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,226","Wed, 03 Dec 2025 01:27:44 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0","2026-02-26 12:39:22"
"https://www.reefperfumes.fr/produit/reef-2-edp-100ml-parfum-classique/","text/html; charset=UTF-8","200","OK","Indexable","","REEF 2 EDP 100ml Parfum Classique - Reef Perfumes","49","478","","0","0","","0","REEF 2 EDP 100ml Parfum Classique","33","REEF 2 EDP 100ml Parfum Classique","33","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.reefperfumes.fr/produit/reef-2-edp-100ml-parfum-classique/","","","","","","545045","66115","66115","25,327","","2039","586","3,480","100,000","Très facile","2,177","1","2","","182","39","0","69,640","318","118","0","0","0","0","","","","","84d4ffa799304d736676137c0f522602","0,392","","","","","fr-FR","1.1","","","","","","https://www.reefperfumes.fr/produit/reef-2-edp-100ml-parfum-classique/","2026-02-26 12:39:21"
"https://www.reefperfumes.fr/produit/reef-meres-31-edp-50ml-parfum/","text/html; charset=UTF-8","200","OK","Indexable","","REEF 31 EDP 100ml Parfum - Reef Perfumes","40","397","","0","0","","0","REEF 31 EDP 100ml Parfum","24","REEF 31 EDP 100ml Parfum","24","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.reefperfumes.fr/produit/reef-meres-31-edp-50ml-parfum/","","","","","","549577","67833","67833","25,986","","2532","658","3,848","100,000","Très facile","2,718","1","2","","190","37","0","66,070","318","117","0","0","0","0","","","","","8e9a119ff44ce730d432d98e1d6ba9d4","0,335","","","","","fr-FR","1.1","","","","","","https://www.reefperfumes.fr/produit/reef-meres-31-edp-50ml-parfum/","2026-02-26 12:39:22"
"https://www.reefperfumes.fr/produit/cartes-cadeaux/","text/html; charset=UTF-8","200","OK","Indexable","","REEF Perfumes cartes cadeaux - Reef Perfumes","44","429","","0","0","","0","REEF Perfumes cartes cadeaux","28","REEF Perfumes cartes cadeaux","28","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.reefperfumes.fr/produit/cartes-cadeaux/","","","","","","585587","70662","70662","27,069","","2397","677","3,541","100,000","Très facile","2,462","1","2","","290","56","0","100,000","324","121","0","0","0","0","","","","","9f7ff6338f640fb7d6323b4601396c57","0,314","","","","","fr-FR","1.1","","","","","","https://www.reefperfumes.fr/produit/cartes-cadeaux/","2026-02-26 12:39:22"
"https://www.reefperfumes.fr/wp-content/themes/flatsome/assets/js/woocommerce.js?ver=49415fe6a9266f32f1f2","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,211","Mon, 15 Apr 2024 10:04:35 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/themes/flatsome/assets/js/woocommerce.js?ver=49415fe6a9266f32f1f2","2026-02-26 12:39:23"
"https://www.reefperfumes.fr/produit/arabes-de-diriyah-edp-100ml-parfum/","text/html; charset=UTF-8","200","OK","Indexable","","Arabes de Diriyah EDP 100ml Parfum - Reef Perfumes","50","481","Découvrez Arabes de Diriyah de 100ml de Reef Perfumes, Ce parfum envoûtant évoque le patrimoine culturel de la ville et l'énergie palpitante de son présent,","156","955","","0","Arabes de Diriyah EDP 100ml Parfum","34","Arabes de Diriyah EDP 100ml Parfum","34","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.reefperfumes.fr/produit/arabes-de-diriyah-edp-100ml-parfum/","","","","","","549943","67270","67270","25,770","","2401","639","3,757","100,000","Très facile","2,595","1","2","","249","37","0","66,070","319","115","0","0","0","0","","","","","af59c87cbade738819e76fc8e0c759d2","0,346","","","","","fr-FR","1.1","","","","","","https://www.reefperfumes.fr/produit/arabes-de-diriyah-edp-100ml-parfum/","2026-02-26 12:39:22"
"https://www.reefperfumes.fr/wp-content/plugins/la-poste-pro-expeditions-woocommerce/LaPoste/LaPosteProExpeditionsWoocommerce/assets/css/parcel-point.css?ver=1.0.10","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","7","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,178","Tue, 10 Feb 2026 15:02:00 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/plugins/la-poste-pro-expeditions-woocommerce/LaPoste/LaPosteProExpeditionsWoocommerce/assets/css/parcel-point.css?ver=1.0.10","2026-02-26 12:39:23"
"https://www.reefperfumes.fr/wp-content/uploads/2025/05/lom.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","541328","541328","541328","207,372","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,090","Mon, 19 May 2025 10:22:34 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/uploads/2025/05/lom.jpg","2026-02-26 12:39:23"
"https://www.reefperfumes.fr/produit/reef-10-edp-100ml-parfum-classique/","text/html; charset=UTF-8","200","OK","Indexable","","REEF 10 EDP 100ml Parfum Classique - Reef Perfumes","50","489","","0","0","","0","REEF 10 EDP 100ml Parfum Classique","34","REEF 10 EDP 100ml Parfum Classique","34","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.reefperfumes.fr/produit/reef-10-edp-100ml-parfum-classique/","","","","","","547485","66091","66091","25,318","","2317","621","3,731","100,000","Très facile","2,484","1","2","","180","38","0","67,860","318","112","0","0","0","0","","","","","f4d00d970d31c95337def739e580c0a8","0,358","","","","","fr-FR","1.1","","","","","","https://www.reefperfumes.fr/produit/reef-10-edp-100ml-parfum-classique/","2026-02-26 12:39:22"
"https://www.reefperfumes.fr/politique-de-confidentialite/","text/html; charset=UTF-8","200","OK","Indexable","","Politique de confidentialité - Reef Perfumes","44","389","","0","0","","0","","0","","0","Politique de confidentialité","28","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.reefperfumes.fr/politique-de-confidentialite/","","","","","","181045","46617","46617","17,858","","3510","435","8,069","58,031","Assez difficile","13,256","1","1","","62","56","0","100,000","58","23","0","0","0","0","","","","","aaab229d5186ecd5d0869a8c166e2e15","1,623","","","","","fr-FR","1.1","","","","","","https://www.reefperfumes.fr/politique-de-confidentialite/","2026-02-26 12:39:22"
"https://www.reefperfumes.fr/wp-content/plugins/woocommerce-product-bundles/assets/js/frontend/add-to-cart-bundle.min.js?ver=8.3.6","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,087","Sat, 17 May 2025 09:19:59 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/plugins/woocommerce-product-bundles/assets/js/frontend/add-to-cart-bundle.min.js?ver=8.3.6","2026-02-26 12:39:23"
"https://www.reefperfumes.fr/wp-content/uploads/2024/03/reef-19-edp-100ml-parfum-classique-247x296.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","3944","3944","3944","1,511","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,242","Tue, 26 Mar 2024 05:10:52 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/uploads/2024/03/reef-19-edp-100ml-parfum-classique-247x296.webp","2026-02-26 12:39:23"
"https://www.reefperfumes.fr/produit/rose-dete-edp-100ml-parfum/","text/html; charset=UTF-8","200","OK","Indexable","","Rose d'été EDP 100ml Parfum - Reef Perfumes","43","417","Découvrez Rose d'été de 100ml de Reef Perfumes, un parfum envoûtant mariant la fraîcheur de la poire juteuse à la chaleur de l'ambre et du bois de santal.","154","947","","0","Rose d’été EDP 100ml Parfum","27","Rose d’été EDP 100ml Parfum","27","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.reefperfumes.fr/produit/rose-dete-edp-100ml-parfum/","","","","","","548080","67501","67501","25,858","","2478","652","3,801","100,000","Très facile","2,697","1","2","","228","37","0","66,070","318","116","0","0","0","0","","","","","6b1e5d3ca12704ebcc6d5cb2ffda0004","0,249","","","","","fr-FR","1.1","","","","","","https://www.reefperfumes.fr/produit/rose-dete-edp-100ml-parfum/","2026-02-26 12:39:23"
"https://www.reefperfumes.fr/categorie-produit/collection-mini/","text/html; charset=UTF-8","200","OK","Indexable","","Archives des Collection Mini - Reef Perfumes","44","401","","0","0","","0","","0","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.reefperfumes.fr/categorie-produit/collection-mini/","","","","","","179027","45196","45196","17,314","","188","59","3,186","100,000","Très facile","1,084","1","2","","175","56","0","100,000","69","28","0","0","0","0","","","","","4506d14c1a47bb3593a29344ff213b13","0,126","","","","","fr-FR","1.1","","","","","","https://www.reefperfumes.fr/categorie-produit/collection-mini/","2026-02-26 12:39:23"
"https://www.reefperfumes.fr/wp-content/plugins/woo-variation-swatches/assets/js/frontend.min.js?ver=1739200232","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,234","Mon, 10 Feb 2025 15:10:32 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/plugins/woo-variation-swatches/assets/js/frontend.min.js?ver=1739200232","2026-02-26 12:39:24"
"https://www.reefperfumes.fr/wp-content/uploads/2024/04/REEF_27_IN-1-247x296.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","33768","33768","33768","12,936","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,245","Sat, 13 Apr 2024 20:27:02 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/uploads/2024/04/REEF_27_IN-1-247x296.png","2026-02-26 12:39:24"
"https://www.reefperfumes.fr/wp-content/uploads/2024/03/reef-21-edp-100ml-classic-perfume-reef-perfumes-uk-1-247x296.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4772","4772","4772","1,828","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,248","Tue, 26 Mar 2024 05:10:50 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/uploads/2024/03/reef-21-edp-100ml-classic-perfume-reef-perfumes-uk-1-247x296.webp","2026-02-26 12:39:24"
"https://www.reefperfumes.fr/wp-content/uploads/2024/03/summer-yellow-edp-100ml-perfume-reef-perfumes-uk-1-247x296.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","5618","5618","5618","2,152","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,096","Tue, 26 Mar 2024 05:10:38 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/uploads/2024/03/summer-yellow-edp-100ml-perfume-reef-perfumes-uk-1-247x296.webp","2026-02-26 12:39:24"
"https://www.reefperfumes.fr/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=9.6.3","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,226","Tue, 23 Dec 2025 01:26:57 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=9.6.3","2026-02-26 12:39:24"
"https://www.reefperfumes.fr/wp-content/themes/flatsome/inc/integrations/wc-yith-wishlist/wishlist.css?ver=3.10.2","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,234","Mon, 15 Apr 2024 10:04:35 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/themes/flatsome/inc/integrations/wc-yith-wishlist/wishlist.css?ver=3.10.2","2026-02-26 12:39:24"
"https://www.reefperfumes.fr/categorie-produit/nos-offres/","text/html; charset=UTF-8","200","OK","Indexable","","Archives des Nos offres - Reef Perfumes","39","362","","0","0","","0","","0","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.reefperfumes.fr/categorie-produit/nos-offres/","","","","","","178701","45158","45158","17,299","","200","63","3,175","100,000","Très facile","1,104","1","2","","119","56","0","100,000","69","28","0","0","0","0","","","","","970fbc5e65943496c8ddc10e7287eb80","0,264","","","","","fr-FR","1.1","","","","","","https://www.reefperfumes.fr/categorie-produit/nos-offres/","2026-02-26 12:39:24"
"https://www.reefperfumes.fr/wp-content/plugins/woocommerce-product-bundles/assets/css/frontend/woocommerce.css?ver=8.3.6","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,240","Sat, 17 May 2025 09:19:59 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/plugins/woocommerce-product-bundles/assets/css/frontend/woocommerce.css?ver=8.3.6","2026-02-26 12:39:24"
"https://www.reefperfumes.fr/politique-dexpedition/","text/html; charset=UTF-8","200","OK","Indexable","","Politique d’expédition - Reef Perfumes","38","342","","0","0","","0","","0","","0","Politique d’expédition","22","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.reefperfumes.fr/politique-dexpedition/","","","","","","157273","40231","40231","15,412","","446","91","4,901","76,668","Assez facile","2,275","1","1","","61","56","0","100,000","58","23","0","0","0","0","","","","","5a5aba7aded1448f652a47b5839fe19b","0,294","","","","","fr-FR","1.1","","","","","","https://www.reefperfumes.fr/politique-dexpedition/","2026-02-26 12:39:24"
"https://www.reefperfumes.fr/wp-content/uploads/2025/06/REEF_06_IN-247x296.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","37960","37960","37960","14,542","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,098","Tue, 10 Jun 2025 14:58:23 GMT","","","","","1.1","","","","","","https://www.reefperfumes.fr/wp-content/uploads/2025/06/REEF_06_IN-247x296.png","2026-02-26 12:39:24"
