"Adresse","Type de contenu","Code HTTP","Statut","Crawl profondeur","Liens entrants"
"https://www.order.store/store/quick-lys-lez-lannoy/rcbO_1b-SzGLOWNiAAWw9Q","","0","Bloqué par robots.txt","4","1"
"https://www.ubereats.com/fr/store/quick-aulnay-cc/iTVRlzCKQEKX-XhHI6Mr0g?diningMode=DELIVERY&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkxhJTIwRCVDMyVBOWZlbnNlJTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyQ2hJSjNkR3RxZ1ZsNWtjUmlYZ3M2R3pJaF9FJTIyJTJDJTIycmVmZXJlbmNlVHlwZSUyMiU","text/html; charset=utf-8","301","Moved Permanently","4","1"
"https://www.order.store/store/quick-delivery-paris-14/dswzpVAsUEWCfbsqTp0sCQ","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-poitiers-sud-drive-2/YrSB5sdDUTyFVwHT-HQ8RA","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-fleury-merogis/RB87pgXQRzm97aHHkROlEw","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-chalon-sur-saone/-0gXaNZYT62Ej2Z1tyWO-Q","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-flins/Ho8xGGTgT52E8WUuWwk6pQ","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-merignac-bowling/a9_gKk3hUQ6T5PKGJChRTg","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/paris/14eme-montsouris/quick-delivery-paris-14e/","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://deliveroo.fr/fr/menu/bordeaux/merignac-est/quick-merignac","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-creteil-pompadour/evAM5oE-R0uoUdY3EcAufg","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-roubaix/ntYSqkShS9GPW5GM_nwK9w","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/paris/creteil-palais/quick-creteil-pompadour","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-aubagne-route-de-gemenos/DH1Cr6czQ42YibSP6ygg0A","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-qwartz/9PVSD56yR2yVLHi7pxO9Wg","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-marseille-route-de-lyon/GzMsFaITTRq-67gjOX__vA","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-beausevran/BX95ec1OTl6fdkTp0qv6SA","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/paris/saint-denis-centre-ville/quick-saint-denis-cv?geohash=u09wms9mb0nv","text/html; charset=utf-8","200","OK","4","1"
"https://www.order.store/store/quick-la-courneuve-2/IxBngknTTZycK5Z821GnvA","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/lille/lem-lannoy/quick-lys-lez-lannoy?geohash=u14231n2rpnq","text/html; charset=utf-8","200","OK","4","1"
"https://deliveroo.fr/fr/menu/paris/lile-brune/quick","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-villeneuve-saint-georges/S7budaOmQCyoeOgtICB_VA","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-mantes-buchelay/7uPKKs6_RAibrunTNsd4hQ","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-limoges-jean-jaures/EejMlEW5UcmuvI35-zLF8Q","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-chalons-en-champagne/zKY6-KtyQga5Wxzdi7aE3A","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-angouleme-cv/QDYXJ21kR5mVK-lD0aE-kQ","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-dorlisheim/Tn4QC6YZXGKL0X8ciQyvFw","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/paris/argenteuil-centre-ville/quick-argenteuil-cote-seine?geohash=u09w7nefpmq0","text/html; charset=utf-8","200","OK","4","1"
"https://www.order.store/store/quick-le-mans-sud/O_ug3avATCmcwWliA6mrww","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-caen-cote-de-nacre/lss_v3v7R6Se9r_at4yFVw","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/le-mans/le-mans-sud-est/le-mans-sud","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://deliveroo.fr/fr/menu/lille/roubaix-centre-ville/quick-roubaix?geohash=u1420p31jvt0","text/html; charset=utf-8","200","OK","4","1"
"https://www.order.store/store/quick-reims-chateau-deau/LBvo_OHVRc6TGBYiFIBMlA","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/reims/croix-rouge-haut-de-murigny/quick-reims-chateau-deau","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://deliveroo.fr/fr/menu/paris/la-courneuve/quick-la-courneuve-2?geohash=u09wqefcwxe8","text/html; charset=utf-8","200","OK","4","1"
"https://www.order.store/store/quick-bailleul/wp3U0YRBQVaGalaxqPYbXg","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/poitiers/centre-ville/quick-de-poitiers-centre-ville","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://deliveroo.fr/fr/menu/caen/folie-couvrechef/quick-cote-de-nacre?geohash=gbxxzv8wh083","text/html; charset=utf-8","200","OK","4","1"
"https://www.order.store/store/quick-poitiers-cv/16CMhhXfRiWs4TGQ8_jjYg","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-sebastopol/j0JTAGqUS9C6er5x8ZdcZw","","0","Bloqué par robots.txt","4","1"
"https://www.just-eat.fr/menu/quick-poitiers-centre?preview","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-besancon-grande-rue/K-E4_P8hTkOXhFg14gk0eA","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/paris/1er-louvre/quick-sebastopol","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-melun-boissenart/NrucoTC7ShyFcwK4Aov-xg","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-nimes-costieres/BmwDxIx3TI-vwYbV2pRTjw","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/besancon/besancon-centre-ville/quick-besancon-grande-rue","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://deliveroo.fr/fr/menu/nimes/carre-sud/nimes-costieres","text/html; charset=UTF-8","403","Forbidden","4","1"
